CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2
01-15-0337-46,01-215,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1ERA. CALLE 1-65 ZONA 5,DORA BEATRIZ BARRIOS CRUZ,CINDY JUDITH GARCIA LOAIZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,34267249,
01-15-0343-46,01-212,GUATEMALA,VILLA NUEVA,LICEO SAN MARCOS,"5TA. CALLE A, 6-50 LOS PLANES, ZONA 5",HAROLDO ENRIQUE NAVAS PAZ,LIDIA IRACEMA LÓPEZ ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,47637997,
01-15-0350-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO LAS AMERICAS NO. 2,2DA. AVENIDA 5-93 ZONA 1,ANNY VICTORIA PERDOMO VILLATORO,KIMBERLY JAMILETHE BOBADILLA LUCERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66258800,
01-15-0353-46,01-212,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO GEOEDJGUS,1A. CALLE 10-31 ZONA 6,HAROLDO ENRIQUE NAVAS PAZ,JULIO CÉSAR MORALES SACU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,34867783,
01-15-0387-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO LAS AMERICAS,"16 AVENIDA, 5-58, ZONA 4",ANNY VICTORIA PERDOMO VILLATORO,ISELA AYMEE DOMINGUEZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66289200,
01-15-0389-46,01-212,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO SENDAS NUEVAS,"13 AVENIDA A, 14-46, COLONIA SAN RAFAEL ZONA 2",HAROLDO ENRIQUE NAVAS PAZ,GLADIS CONSUELO VÁSQUEZ MERLOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66293757,
01-15-0423-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO PRIVADO MIXTO NUESTRA SENORA DE LAS MERCEDES,"7A. AVENIDA 5-12, ZONA 5, COLONIA LOS PLANES",DORA BEATRIZ BARRIOS CRUZ,JULIÁN ARNOLDO DE PAZ CANIZALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,50556199,
01-15-0444-46,01-221,GUATEMALA,VILLA NUEVA,LICEO MIXTO VIRGEN DE SARAPIQUI,"8 CALLE 1-28 ZONA 3, BÁRCENAS",ARGELIA DE JESUS ACOSTA SOZA,ELVA ILIANA LOPEZ CHAJON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,54603076,
01-15-0450-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO DE ESTUDIOS AVANZADOS GUATEMALTECO,"7A. AVENIDA 18-45, 18-69 Y 6A. C 18-46, RESIDENCIALES FUENTES DEL VALLE II",INGRID ELIZABETH PEÑA TRUJILLO,FLOR DE MARIA CABALLEROS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66269638,
01-15-0453-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNICO INDUSTRIAL MAYA TIKAL,"3A. CALLE 9-50, ZONA 1",HAROLDO ENRIQUE NAVAS PAZ,GABRIELA MICHAEL BARILLAS CALDERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66368309,
01-15-0463-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO CARES,"3A. CALLE REAL 8-72, ZONA 2 SAN JOSE VILLA NUEVA",ARGELIA DE JESUS ACOSTA SOZA,SILVIA ANTONIETA GARCÍA GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66299540,
01-15-0479-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO RAFAEL AREVALO MARTINEZ,"7A. AVENIDA 7-55, ZONA 3, BÁRCENAS",JUAN ENRIQUE MARTINEZ SOLANO,OTTO DAVID GUAMUCH TUBAC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,66269330,
01-15-0481-46,01-212,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO JUAN JACOBO ROUSSEAU,"4A. AVENIDA 2-57, ZONA 4, COLONIA VENECIA II",HAROLDO ENRIQUE NAVAS PAZ,ANA PATRICIA MANCILLA DE LA ROCA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66311745,
01-15-0482-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNICO INDUSTRIAL MAYA TIKAL,"3A. CALLE 9-50, ZONA 1",JUAN ENRIQUE MARTINEZ SOLANO,AURA AZUCENA AGUILAR GAYTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,53122687,
01-15-0483-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNICO INDUSTRIAL MAYA TIKAL,3A. CALLE 9-50 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,GABRIELA MICHAEL BARILLAS CALDERÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,53122687,
01-15-0491-46,01-210,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO PIAGET,"2A.. AVENIDA 4-60, ZONA 12, COLONIA CIUDAD REAL I",DINIZ ORALIA MORALES MUÑOZ,SILVIA ELIZABETH FLORES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,42001544,
01-15-0493-46,01-411,GUATEMALA,VILLA NUEVA,LICEO MIXTO CRISTIANO PIAGET,"2A. AVENIDA 4-60, ZONA 12, COLONIA CIUDAD REAL I",JUAN ENRIQUE MARTINEZ SOLANO,SILVIA ELIZABETH FLORES HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,42190100,
01-15-0496-46,01-218,GUATEMALA,VILLA NUEVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA PLANES DEL FRUTAL,"12A. CALLE ENTRE 15 Y 16 AVENIDA, COLONIA LOS PLANES DE FRUTAL, ZONA 6",BENIGNO ISAIAS DE LEON OROZCO,HENRY DAVID GARCÍA CORADO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,51323068,
01-15-0506-46,01-214,GUATEMALA,VILLA NUEVA,CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO,"6ª. CALLE, 2-87, ZONA 4, COLONIA VENECIA I",HECTOR RAUL ESCUN VIDES,SARA BEATRÍZ RAMOS DÁVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,33870932,
01-15-0519-46,01-219,GUATEMALA,VILLA NUEVA,COLEGIO TECNOLOGICO INTEGRAL DE GUATEMALA,"LOTE 29 MANZANA J, SECTOR 1, LAS TERRAZAS, ZONA 8",DAVID SALOMON MEJIA SAMAYOA,AURA LETICIA REYES RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,24786920,
01-15-0523-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4 CALLE 6-40 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,CARMEN ALCIRA GARCÍA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,66364884,
01-15-0524-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4 CALLE 6-40 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,CARMEN ALCIRA GARCÍA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,66364884,
01-15-0531-46,01-640,GUATEMALA,VILLA NUEVA,CENTRO DE EDUCACION EXTRAESCOLAR MODALIDAD FLEXIBLE,"10A. AVENIDA 10-55, ZONA 2",ELISEO DANIEL ALVAREZ NATARENO,ANA ALVARADO PINEDA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,57170570,
01-15-0539-46,01-411,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO SENDAS NUEVAS,"13A. AVENIDA ""A"" 14-46 ZONA 2, COLONIA SAN RAFAEL RAMÍREZ",JUAN ENRIQUE MARTINEZ SOLANO,ESWIN ROLANDO LÓPEZ CATALÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,66293757,
01-15-0542-46,01-212,GUATEMALA,VILLA NUEVA,LICEO CRISTIANO SENDAS NUEVAS,"13A. AVENIDA ""A"" 14-46, ZONA 2, COLONIA SAN RAFAEL RAMÍREZ",HAROLDO ENRIQUE NAVAS PAZ,ESWIN ROLANDO LÓPEZ CATALÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,66293757,
01-15-0544-46,01-641,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,BOULEVARD EL FRUTAL 14-00 ZONA 5,MILTON ALONSO ALVAREZ FUENTES,EVA JUDITH HERNÁNDEZ MARQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,GUATEMALA SUR,66717474,
01-15-0550-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,3A. AVENIDA 25-48 ZONA 12,ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,BÁRBARA SOFÍA ROSALES QUIJANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,52442919,
01-15-0554-46,01-411,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT II,"6A. CALLE 6-58, ZONA 1",JUAN ENRIQUE MARTINEZ SOLANO,CLAUDIA MARÍA CHILIN SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,66313576,
01-15-0558-46,01-207,GUATEMALA,VILLA NUEVA,LICEO SAN JUDAS TADEO,"CALZADA AGUILAR BATRES 49-00, ZONA 11, COLONIA CASTAÑAS",ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,IRMA YOLANDA OSOY GALIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,55701246,
01-15-0559-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO LA EXCELENCIA,"10A. AVENIDA A, 18-52 ZONA 5, RESIDENCIALES FUENTES DEL VALLE 2",INGRID ELIZABETH PEÑA TRUJILLO,"CATALINA PERALTA CARRILLO,",DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66404829,
01-15-0561-46,01-216,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO KAIROS,"10A. AVENIDA 5-94, ZONA 4, COLONIA LA BARCA PRIMAVERA",ANNY VICTORIA PERDOMO VILLATORO,ZOILA ROCXANA VILLATORO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,56370420,
01-15-0563-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO VALLE DE YAHVEH,"1A. AVENIDA 8-46 ZONA 3, BÁRCENAS",JUAN ENRIQUE MARTINEZ SOLANO,ALIRIA DEL CARMEN RESTREPO ALFARO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,57260630,
01-15-0573-46,01-212,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO MIXTO LOS ROSALES,5A. CALLE 7-52 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,VIVIAN ANDREA RAMÍREZ GALLARDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,66311112,
01-15-0576-46,01-218,GUATEMALA,VILLA NUEVA,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA BARCENAS,"12A. AVENIDA 2-32 ZONA 3, BÁRCENA",BENIGNO ISAIAS DE LEON OROZCO,ROSA ADELAIDA TORIBIO PERDOMO,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66295395,
01-15-0582-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA II,"MANZANA C, SECTOR 2, LOTE 46, ZONA 12, COLONIA LAS MARGARITAS",ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,ANDY DEL ROSARIO VILLAGRAN CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,44462062,
01-15-0584-46,01-641,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA II,"MANZANA C, SECTOR 2, LOTE 46, ZONA 12, COLONIA LAS MARGARITAS",MILTON ALONSO ALVAREZ FUENTES,ANDY DEL ROSARIO VILLAGRAN CAYAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,44462062,
01-15-0589-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,"LOTE 8, FRACCION 2 ZONA 4, GRANJAS ITALIA",HAROLDO ENRIQUE NAVAS PAZ,JOSE ELEODORO ALBARAN VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,30040480,
01-15-0591-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,"LOTE 8, FRACCION 2 ZONA 4, GRANJAS ITALIA",HAROLDO ENRIQUE NAVAS PAZ,JOSE ELEODORO ALBARAN VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,30040480,
01-15-0593-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO GALES,"LOTE 8, FRACCION 2 ZONA 4, GRANJAS ITALIA",JUAN ENRIQUE MARTINEZ SOLANO,JOSE ELEODORO ALBARAN VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,30040480,
01-15-0598-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO MIS PEQUENOS EINSTEIN,"3A. AVENIDA 53-36 ZONA 12, COLONIA VILLA LOBOS II",INGRID ELIZABETH PEÑA TRUJILLO,CLAUDIA FANNI BORRAYO LUCERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,46459110,
01-15-0599-46,01-216,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO CRISTIANO LIGA DE VIDA NUEVA,5A. CALLE 15-20 ZONA 4,ANNY VICTORIA PERDOMO VILLATORO,HEIDI YESSENIA GRAMAJO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66278010,
01-15-0601-46,01-213,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO VALLE DE YAHVEH,"1A. AVENIDA 8-46 ZONA 3, BÁRCENAS",MARTHA SUSANA ROBLES CHAVEZ,ALIRIA DEL CARMEN RESTREPO ALFARO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,57260630,
01-15-0602-46,01-206,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO DIVINA INFANCIA,"22A. CALLE 7-37, ZONA 5, RESIDENCIALES FUENTES DEL VALLE II",INGRID ELIZABETH PEÑA TRUJILLO,ELBA AMALIA DE LEÓN SANTA MARÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66757405,
01-15-0603-46,01-221,GUATEMALA,VILLA NUEVA,COLEGIO EPISCOPAL CANTERBURY VILLANOVANO,"3ERA. CALLE 9-01 ZONA 2, COLONIA SAN JOSE",ARGELIA DE JESUS ACOSTA SOZA,JOSÉ AUGUSTO RODAS VALDÉS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,54835924,
01-15-0611-46,01-215,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,DORA BEATRIZ BARRIOS CRUZ,CINDY JUDITH GARCIA LOAIZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,54279122,
01-15-0612-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,JUAN ENRIQUE MARTINEZ SOLANO,CINDY JUDITH GARCIA LOAIZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,54279122,
01-15-0614-46,01-411,GUATEMALA,VILLA NUEVA,COLEGIO MIXTO RUBEN DARIO,"6A. CALLE A Y 11A. AVENIDA 6-91, ZONA 3, BÁRCENA",JUAN ENRIQUE MARTINEZ SOLANO,IRIS ADILIA GONZALEZ ARAGON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,51416943,
01-15-0618-46,01-411,GUATEMALA,VILLA NUEVA,CENTRO ESCOLAR CATOLICO LA ESCUELA DE CRISTO,"6A. CALLE 2-87, ZONA 4, COLONIA VENENCIA I",JUAN ENRIQUE MARTINEZ SOLANO,SARA BEATRÍZ RAMOS DÁVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,33870932,
01-15-0623-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,"3A. AVENIDA 25-48 ZONA 12, VILLA LOBOS I",ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,BÁRBARA SOFÍA ROSALES QUIJANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,52442919,
01-15-0624-46,01-207,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO AMINADAB,"MANZANA B, SECTOR 2, LOTES 57 Y 58, ZONA 12, LAS MARGARITAS",ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,OLGA KARINA LÓPEZ BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,45738245,
01-15-0625-46,01-221,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO NUESTRA SENORA DE AMERICA,"8A. 6-55 ZONA 3, COLONIA BÁRCENA",ARGELIA DE JESUS ACOSTA SOZA,KARLA FAVIOLA PÉREZ ANZUETO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,58138073,
01-15-0626-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO MIXTO NOCTURNO EL ANGEL,1A. CALLE 1-63 ZONA 5,JUAN ENRIQUE MARTINEZ SOLANO,CINDY JUDITH GARCIA LOAIZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,54279155,
01-15-0627-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO NUESTRA SENORA DE AMERICA,"8A. AVENIDA 6-55 ZONA 3, COLONIA BARCENA",JUAN ENRIQUE MARTINEZ SOLANO,KARLA FAVIOLA PÉREZ ANZUETO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,58138073,
01-15-0628-46,01-212,GUATEMALA,VILLA NUEVA,LICEO PIERRE DE FERMAT,4A. AVENIDA 6-40 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,CARMEN ALCIRA GARCÍA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66759863,
01-15-0635-46,01-214,GUATEMALA,VILLA NUEVA,LICEO LIDERES DEL FUTURO,10 AVENIDA 5-02 ZONA 4 COLONIA LINDA VISTA VILLA NUEVA,HECTOR RAUL ESCUN VIDES,JULIA AZUCENA GONZÁLEZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA SUR,66300679,
01-15-0636-46,01-411,GUATEMALA,VILLA NUEVA,LICEO LIDERES DEL FUTURO,10 AVENIDA 5-02 ZONA 4 COLONIA LINDA VISTA VILLA NUEVA,JUAN ENRIQUE MARTINEZ SOLANO,JULIA AZUCENA GONZÁLEZ DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA SUR,66306798,
01-15-0643-46,01-207,GUATEMALA,VILLA NUEVA,LICEO INTERCULTURAL DE GUATEMALA,"3A. AVENIDA 25-48, ZONA 12, VILLA LOBOS",ELOÍSA MERCEDES GÓMEZ OROZCO DE FUENTES,BÁRBARA SOFÍA ROSALES QUIJANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA SUR,52442919,
01-15-0644-46,01-212,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO MAHANAIM,8A. CALLE 5-96 ZONA 1,HAROLDO ENRIQUE NAVAS PAZ,TANIA ELIZABETH BAJÁN CHAJÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,53461370,
01-15-0655-46,01-214,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO EL OLIVO,"6A. AVENIDA 8-90 ZONA 2, SAN JOSE",HECTOR RAUL ESCUN VIDES,ZOILA EUGENIA SANTIZO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,66353256,
01-15-0656-46,01-219,GUATEMALA,VILLA NUEVA,LICEO TECNOLOGICO VALLE DE LA ASUNCION,"LOTE 1, MANZANA H, SECTOR 4, ZONA 8, RESIDENCIALES JERUSALÉN",DAVID SALOMON MEJIA SAMAYOA,JORGE FRANCISCO CACIÁ RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,58782997,
01-15-0664-46,01-221,GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO INTELLECTUS PRE-UNIVERSITARIO,"BOULEVARD EL FRUTAL 14-00, CENTRO COMERCIAL EL FRUTAL, TERCER NIVEL, ZONA 5",ARGELIA DE JESUS ACOSTA SOZA,EVA JUDITH HERNÁNDEZ MARQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,VIRTUAL A DISTANCIA,GUATEMALA SUR,66717474,
01-15-0667-46,01-411,GUATEMALA,VILLA NUEVA,LICEO TECNICO DE VILLA NUEVA,6A. AVENIDA 6-54 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,EVELYN EUNICE DÍAZ GUTIÉRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66312603,
01-15-0669-46,01-215,GUATEMALA,VILLA NUEVA,COLEGIO CRISTIANO TERRANOVA,"18A. AVENIDA A 7-63, LOTE 18, ZONA 6, RESIDENCIALES PLANES DEL FRUTAL",DORA BEATRIZ BARRIOS CRUZ,LORENA DEL ROSARIO MORALES LARA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA SUR,40067680,
01-15-0671-46,01-411,GUATEMALA,VILLA NUEVA,INSTITUTO PRIVADO NUESTRA SENORA DE AMERICA,"8A. AVENIDA 6-55 ZONA 3, COLONIA BARCENA",JUAN ENRIQUE MARTINEZ SOLANO,KARLA FAVIOLA PÉREZ ANZUETO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66294547,
01-15-0673-46,01-411,GUATEMALA,VILLA NUEVA,LICEO COMPU-MARKET,4A. AVENIDA 6-29 ZONA 1,JUAN ENRIQUE MARTINEZ SOLANO,RUD INDIRA PINTO MARCIAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA SUR,66360705,
